age,city,country,education_среднее
29,1183,32,0.0
62,1163,32,1.0
23,1134,32,0.0
48,1157,32,1.0
30,1188,32,1.0
5,1152,32,1.0
42,1179,32,1.0
23,1141,32,0.0
40,1134,32,1.0
33,1189,32,1.0
45,1191,32,1.0
40,66,32,1.0
32,1198,32,1.0
34,1141,32,1.0
40,1188,32,1.0
14,1198,32,0.0
63,1178,32,0.0
39,1177,32,1.0
44,1134,32,1.0
39,1134,32,1.0
55,1134,32,1.0
30,1134,32,1.0
